domain_id	Accession_pfam	Clan_pfam	EC_phrog	Function_pfam	Function_phrog	L1_phrog	alignment_length	bit_score
phrog_13305					hypothetical	unknown function	46.0	119.79
vWA-TerF-like	PF10138	CL0128		vWA found in TerF C terminus			242.0	64.94
phrog_11929					membrane protein	moron, auxiliary metabolic gene and host takeover	66.0	160.01
phrog_38282					hypothetical	unknown function	93.0	204.93
phrog_7827					hypothetical	unknown function	104.0	187.64
phrog_4576					hypothetical	unknown function	130.0	274.61
phrog_7922					beta-glucosyltransferase	moron, auxiliary metabolic gene and host takeover	351.0	622.52
LysC	PF23793			Rz1-like lysis system protein LysC			69.0	62.29
phrog_13157					hypothetical	unknown function	57.0	98.42
phrog_5488					hypothetical	unknown function	76.0	140.0
phrog_11161					holin	lysis	72.0	158.03
Phage_T4_Y07C	PF26894			Bacteriophage T4 protein Y07C			63.0	93.1
phrog_2390					hypothetical	unknown function	87.0	158.72
phrog_12338					hypothetical	unknown function	299.0	705.18
phrog_15485					hypothetical	unknown function	129.0	249.68
Helicase_C	PF00271	CL0023		Helicase conserved C-terminal domain			113.0	28.12
phrog_22491					hypothetical	unknown function	77.0	62.25
phrog_1369					baseplate protein	tail	477.0	730.96
phrog_15683					hypothetical	unknown function	65.0	142.55
phrog_17772					hypothetical	unknown function	159.0	357.71
phrog_8706					hypothetical	unknown function	181.0	374.84
phrog_4774					hypothetical	unknown function	172.0	247.68
Phage_T7_4_7	PF26857			Phage T7 protein 4.7			135.0	206.17
phrog_181					endolysin	lysis	214.0	241.41
phrog_11967					hypothetical	unknown function	64.0	77.83
Ig_J	PF24421	CL0159		Tip attachment protein J, Ig-like domain			105.0	140.49
P22_gp7	PF25688			Bacteriophage P22 DNA ejection protein gp7			231.0	436.81
phrog_4783					hypothetical	unknown function	157.0	252.04
phrog_6369					hypothetical	unknown function	35.0	84.57
DUF3800	PF12686			Protein of unknown function (DUF3800)			183.0	51.4
DUF7337	PF24026			Family of unknown function (DUF7337)			61.0	126.5
phrog_10642					hypothetical	unknown function	148.0	201.1
phrog_17838					hypothetical	unknown function	121.0	265.05
phrog_15291					hypothetical	unknown function	61.0	33.76
phrog_24875					hypothetical	unknown function	83.0	203.58
phrog_16624					hypothetical	unknown function	102.0	216.48
phrog_35253					hypothetical	unknown function	56.0	150.5
Vut_1	PF02592	CL0315		Putative vitamin uptake transporter			126.0	24.24
ILEI	PF15711			Interleukin-like EMT inducer			87.0	33.82
phrog_4385					hypothetical	unknown function	97.0	203.8
phrog_3355					hypothetical	unknown function	116.0	170.05
phrog_215					structural protein with Ig domain	head and packaging	129.0	65.12
phrog_1704					Lpa-like transcriptional activator	transcription regulation	150.0	287.08
Phage_FRD3	PF05798			Bacteriophage FRD3 protein			75.0	116.77
Phage_T7_0_6	PF26851			Phage T7 protein 0.6			39.0	91.55
phrog_4653					hypothetical	unknown function	50.0	80.52
phrog_5822					hypothetical	unknown function	114.0	97.92
phrog_22208					hypothetical	unknown function	51.0	52.47
DUF7230	PF23876			Family of unknown function (DUF7230)			39.0	45.55
phrog_1359					hypothetical	unknown function	39.0	82.29
phrog_6933					hypothetical	unknown function	67.0	146.41
REGB_T4	PF10715	CL0136		T4-page Endoribonuclease RegB			149.0	233.44
phrog_1767					baseplate protein	tail	259.0	428.11
phrog_1361					hypothetical	unknown function	110.0	85.94
phrog_24032					hypothetical	unknown function	107.0	238.18
Phage_RpbA	PF10789			Phage RNA polymerase binding, RpbA			111.0	142.24
phrog_1837					hypothetical	unknown function	213.0	369.57
phrog_7526					hypothetical	unknown function	79.0	111.2
Phage_P1_tail_fiber_R	PF26881			Bacteriophage P1 tail fiber protein R			144.0	278.49
N4_GP8	PF25713			Bacteriophage N4 DNA replication inhibitor			66.0	29.57
phrog_7482					hypothetical	unknown function	40.0	33.45
phrog_3609					hypothetical	unknown function	71.0	133.65
phrog_3720					hypothetical	unknown function	89.0	154.63
phrog_8982					hypothetical	unknown function	77.0	146.79
phrog_12072					hypothetical	unknown function	99.0	231.3
phrog_2502					hypothetical	unknown function	130.0	192.62
phrog_7508					hypothetical	unknown function	62.0	93.07
phrog_2130					hypothetical	unknown function	208.0	271.93
phrog_14369					hypothetical	unknown function	61.0	136.29
phrog_10819					hypothetical	unknown function	67.0	143.1
Phage_T4_Y13C	PF26895			Bacteriophage T4 protein Y13C			78.0	151.38
phrog_13063					hypothetical	unknown function	398.0	807.15
phrog_12503					hypothetical	unknown function	29.0	36.11
gp12-short_mid	PF09089	CL0606		Phage short tail fibre protein gp12, middle domain			115.0	99.39
phrog_2326					hypothetical	unknown function	262.0	502.4
ParB	PF08775			ParB family			126.0	156.22
phrog_12499					tail fiber protein	tail	103.0	24.94
HTH_Tnp_IS1	PF12759	CL0123		InsA C-terminal domain			46.0	104.23
DUF7448	PF24240			Domain of unknown function (DUF7448)			106.0	86.34
phrog_12340					hypothetical	unknown function	93.0	201.86
phrog_3064					terminase	head and packaging	179.0	256.25
phrog_73					head scaffolding protein	head and packaging	284.0	423.72
phrog_1785					hypothetical	unknown function	70.0	82.71
dCMP_cyt_deam_1	PF00383	CL0109		Cytidine and deoxycytidylate deaminase zinc-binding region			151.0	89.49
phrog_17446					hypothetical	unknown function	26.0	30.64
phrog_13124					hypothetical	unknown function	85.0	196.12
DUF7206	PF23836			Family of unknown function (DUF7206)			108.0	54.34
Inj_translocase	PF16928			DNA/protein translocase of phage P22 injectosome			217.0	261.69
Phage_GPL	PF05926			Phage head completion protein (GPL)			139.0	188.31
phrog_1076					FmdB-like transcriptional regulator	transcription regulation	58.0	91.43
DHFR_1	PF00186	CL0387		Dihydrofolate reductase			172.0	64.29
phrog_456					Rz-like spanin	lysis	96.0	116.37
phrog_86					ribonucleoside diphosphate reductase small subunit	DNA, RNA and nucleotide metabolism	388.0	488.44
phrog_4007					hypothetical	unknown function	107.0	217.8
phrog_28576					hypothetical	unknown function	195.0	442.42
phrog_2490					hypothetical	unknown function	42.0	74.76
HAD_PNKP	PF25109	CL0137		Polynucleotide kinase PNKP phosphatase domain			143.0	193.19
phrog_4266					hypothetical	unknown function	132.0	259.04
phrog_2758					hypothetical	unknown function	57.0	123.25
phrog_2166					N4-like RNA polymerase	DNA, RNA and nucleotide metabolism	269.0	377.76
phrog_12530					hypothetical	unknown function	60.0	128.58
phrog_2072					hypothetical	unknown function	128.0	195.14
phrog_14778					hypothetical	unknown function	90.0	171.97
E217_Gp32	PF22764			Tail fiber protein gp32			144.0	201.81
DUF7336	PF24024			Domain of unknown function (DUF7336)			50.0	42.65
phrog_29660					hypothetical	unknown function	34.0	86.66
phrog_853					major tail protein	tail	238.0	270.26
phrog_16051					tail length tape measure protein	tail	659.0	1337.41
phrog_7180					membrane protein	moron, auxiliary metabolic gene and host takeover	323.0	318.63
phrog_1051					minor head protein inhibitor of protease	head and packaging	226.0	340.63
Phage_T5_dNMPase	PF26880			Bacteriophage T5 5'-deoxynucleotidase			244.0	386.29
Collagen	PF01391			Collagen triple helix repeat (20 copies)			117.0	33.65
phrog_3725					tail completion or Neck1 protein	connector	255.0	473.56
DNA_Packaging	PF11053			Terminase DNA packaging enzyme			149.0	291.19
Phage_T4_Y07E	PF26906			Bacteriophage T4 protein Y07E			164.0	199.94
phrog_16865					hypothetical	unknown function	62.0	104.08
Phage_T4_Y05J	PF26864			Phage T4 Y05J protein			34.0	71.25
phrog_12158					hypothetical	unknown function	94.0	216.04
phrog_26260					hypothetical	unknown function	46.0	129.69
phrog_5064					hypothetical	unknown function	77.0	186.81
phrog_414					RNA polymerase	DNA, RNA and nucleotide metabolism	858.0	1138.8
phrog_990					metal-dependent phosphohydrolase	other	187.0	121.53
phrog_632					tellurite resistance	moron, auxiliary metabolic gene and host takeover	141.0	210.6
phrog_629					excisionase	integration and excision	72.0	78.64
phrog_6088					DNA primase	DNA, RNA and nucleotide metabolism	606.0	194.74
phrog_96					HNH endonuclease	DNA, RNA and nucleotide metabolism	340.0	425.36
phrog_5032					hypothetical	unknown function	168.0	215.24
phrog_2646					hypothetical	unknown function	146.0	175.98
phrog_8091					hypothetical	unknown function	57.0	135.27
phrog_12099					hypothetical	unknown function	105.0	187.24
phrog_222					tail completion or Neck1 protein	connector	154.0	123.59
phrog_45					tail tube	tail	176.0	146.66
phrog_5974					hypothetical	unknown function	112.0	138.31
GDP_Man_Dehyd	PF16363	CL0063		GDP-mannose 4,6 dehydratase			311.0	274.98
phrog_1222					hypothetical	unknown function	63.0	117.48
phrog_1842					tail tube protein	tail	202.0	359.27
phrog_312					Rz-like spanin	lysis	163.0	134.4
phrog_1844					unknown function	unknown function	98.0	173.14
phrog_10955					hypothetical	unknown function	75.0	163.78
phrog_1146					ParB-like partition protein	DNA, RNA and nucleotide metabolism	331.0	491.1
PhoH	PF02562	CL0023		PhoH-like protein			209.0	160.74
phrog_2680					head decoration	head and packaging	129.0	139.46
phrog_811					UmuD-like protein	DNA, RNA and nucleotide metabolism	124.0	187.23
Phage_T4_Y16H	PF26886			Bacteriophage T4 protein Y16H			49.0	87.1
phrog_396					minor tail protein	tail	163.0	178.6
phrog_14587					anti-restriction protein	moron, auxiliary metabolic gene and host takeover	86.0	153.18
phrog_1135					baseplate hub	tail	384.0	696.24
phrog_19242					hypothetical	unknown function	117.0	236.86
DUF5405	PF17399			Domain of unknown function (DUF5405)			86.0	119.27
T4_baseplate	PF12322			T4 bacteriophage base plate protein			206.0	211.88
phrog_14973					hypothetical	unknown function	108.0	114.45
phrog_7229					DNA topoisomerase II	DNA, RNA and nucleotide metabolism	160.0	271.28
phrog_34180					hypothetical	unknown function	88.0	88.61
Phage_T4_Y10B	PF26862			Phage T4 Y10B protein			90.0	52.35
PAPS_reduct	PF01507	CL0039		Phosphoadenosine phosphosulfate reductase domain			161.0	32.48
phrog_4287					DNA ejection protein	DNA, RNA and nucleotide metabolism	350.0	371.45
phrog_22					thioredoxin domain	DNA, RNA and nucleotide metabolism	102.0	48.83
phrog_18076					hol-like chemotaxis	other	106.0	173.07
phrog_5975					hypothetical	unknown function	158.0	194.86
Ribosomal_S30AE	PF02482	CL0219		Sigma 54 modulation protein / S30EA ribosomal protein			90.0	47.96
phrog_156					portal protein	head and packaging	721.0	670.08
phrog_5140					hypothetical	unknown function	110.0	157.96
Phage_TAC_7	PF10109	CL0567		Phage tail assembly chaperone proteins, E, or 41 or 14			81.0	46.23
Phage_T4_Y05Q	PF26904			Bacteriophage T4 protein Y05Q			70.0	110.09
phrog_16944					hypothetical	unknown function	89.0	185.09
phrog_19202					hypothetical	unknown function	58.0	111.97
phrog_1267					Rz-like spanin	lysis	95.0	75.95
UvrD-helicase	PF00580	CL0023		UvrD/REP helicase N-terminal domain			262.0	66.22
phrog_9347					hypothetical	unknown function	53.0	86.98
phrog_236					nucleotide kinase	other	112.0	39.11
phrog_23361					hypothetical	unknown function	196.0	342.22
phrog_23083					hypothetical	unknown function	74.0	187.39
phrog_2299					hypothetical	unknown function	995.0	2145.08
phrog_3826					hypothetical	unknown function	78.0	116.49
phrog_5089					hypothetical	unknown function	85.0	166.95
phrog_5456					hypothetical	unknown function	103.0	136.25
phrog_2871					tail protein	tail	864.0	1086.49
Thioredoxin_3	PF13192	CL0172		Thioredoxin domain			87.0	27.89
MethyltransfD12	PF02086	CL0063		D12 class N6 adenine-specific DNA methyltransferase			237.0	175.31
phrog_4391					hypothetical	unknown function	89.0	200.53
phrog_4725					hypothetical	unknown function	176.0	305.07
phrog_1586					spackle periplasmic	other	97.0	150.67
WYL_2	PF10902	CL0654		WYL_2, Sm-like SH3 beta-barrel fold			75.0	77.07
TerD	PF02342			TerD domain			188.0	96.93
phrog_5876					hypothetical	unknown function	90.0	209.15
phrog_5558					Lar-like restriction alleviation protein	moron, auxiliary metabolic gene and host takeover	57.0	62.42
phrog_2165					DNA helicase	DNA, RNA and nucleotide metabolism	136.0	124.84
Glyco_trans_1_2	PF13524	CL0113		Glycosyl transferase-like			141.0	26.23
phrog_2031					hypothetical	unknown function	108.0	106.73
phrog_2024					hypothetical	unknown function	61.0	102.64
Gp13-like	PF20036	CL0373		Major capsid protein 13-like			195.0	23.2
phrog_191					CII-like transcriptional activator	transcription regulation	97.0	140.0
phrog_25627					hypothetical	unknown function	142.0	336.32
phrog_7011					Gp2.5-like ssDNA binding protein and ssDNA annealing protein	DNA, RNA and nucleotide metabolism	315.0	171.69
phrog_9227					hypothetical	unknown function	77.0	175.38
phrog_14110					hypothetical	unknown function	65.0	165.29
phrog_7696					hypothetical	unknown function	64.0	72.32
Gp23	PF07068	CL0373		Major capsid protein Gp23			431.0	404.96
DUF6246	PF19759			Family of unknown function (DUF6246)			186.0	244.36
phrog_80					head maturation protease	head and packaging	208.0	150.31
dTDP_sugar_isom	PF00908	CL0029		dTDP-4-dehydrorhamnose 3,5-epimerase			178.0	241.29
DUF7189	PF23819			Family of unknown function (DUF7189)			68.0	69.48
Phage_tail_X	PF05489	CL0187		Phage Tail Protein X			60.0	109.77
phrog_1097					Erf-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism	235.0	450.03
phrog_36337					hypothetical	unknown function	46.0	84.38
DNA_pol_A	PF00476			DNA polymerase family A			386.0	165.16
Amidase_2	PF01510			N-acetylmuramoyl-L-alanine amidase			127.0	63.51
phrog_679					head closure Hc2	connector	230.0	367.15
Tn7_TnsA-like_N	PF08722	CL0236		TnsA-like endonuclease N terminal			101.0	75.65
phrog_972					tail fiber protein proximal subunit	tail	1289.0	1945.87
phrog_43					baseplate wedge subunit	tail	115.0	181.72
phrog_27617					hypothetical	unknown function	61.0	145.57
phrog_5265					hypothetical	unknown function	94.0	184.94
phrog_223					DNA polymerase processivity factor	DNA, RNA and nucleotide metabolism	227.0	290.4
phrog_1402					hypothetical	unknown function	61.0	81.09
gp37_trimer	PF20744	CL0606		Tail fibre protein gp37 trimerization region			94.0	136.03
Rz1	PF06085			Lipoprotein Rz1 precursor			41.0	71.82
phrog_1425					hinge connector of long tail fiber protein distal connector	tail	216.0	293.96
Endonuc-dimeris	PF09124	CL0306		T4 recombination endonuclease VII, dimerisation			54.0	114.06
E217_gp29	PF22756	CL0691		E217 gateway protein gp29			173.0	119.41
phrog_10102					hypothetical	unknown function	56.0	144.06
phrog_4864					hypothetical	unknown function	63.0	116.77
phrog_48					tail protein	tail	176.0	301.23
phrog_14037					hypothetical	unknown function	74.0	146.55
phrog_2280					hypothetical	unknown function	154.0	185.17
phrog_1470					TciB-like inhibition of cell division or resistance to colicin	moron, auxiliary metabolic gene and host takeover	54.0	79.27
DUF7301	PF23975			Family of unknown function (DUF7301)			69.0	83.34
phrog_57					terminase small subunit	head and packaging	181.0	239.39
Phage_VG64	PF25682			Mycobacterium phage VG64			122.0	154.23
phrog_14878					RexB-like exclusion protein	moron, auxiliary metabolic gene and host takeover	143.0	261.98
Phage_T4_Y16N	PF26889			Bacteriophage T4 protein Y16N			37.0	78.79
phrog_13270					hypothetical	unknown function	89.0	205.27
phrog_2385					hypothetical	unknown function	65.0	104.03
phrog_1671					MotB-like transcriptional regulator	transcription regulation	163.0	252.55
phrog_1823					hypothetical	unknown function	56.0	111.22
phrog_625					hypothetical	unknown function	101.0	147.19
phrog_4815					receptor binding tail protein	tail	585.0	925.14
phrog_13158					hypothetical	unknown function	62.0	108.83
NADAR	PF08719	CL0787		NADAR domain			166.0	125.27
phrog_1678					hypothetical	unknown function	282.0	481.42
phrog_4397					hypothetical	unknown function	66.0	139.28
Rv2179c-like	PF16473	CL0219		3'-5' exoribonuclease Rv2179c-like domain			201.0	76.96
phrog_9955					hypothetical	unknown function	84.0	120.1
phrog_12242					tail protein	tail	487.0	848.68
phrog_239					DNA primase/helicase	DNA, RNA and nucleotide metabolism	566.0	743.05
Phage_tudor	PF24144	CL0010		Phage tudor domain			88.0	136.12
DNA_ligase_aden	PF01653	CL0179		NAD-dependent DNA ligase adenylation domain			210.0	55.72
phrog_77					SbcC-like subunit of palindrome specific endonuclease	DNA, RNA and nucleotide metabolism	560.0	633.11
phrog_42					minor tail protein	tail	137.0	191.88
